<DATE>	<TIME>	<BID>	<ASK>	<LAST>	<VOLUME>
2020.04.02	11:15:31.355			5274.0	5.00000000
2020.04.02	11:15:31.355			5274.0	5.00000000
2020.04.02	11:15:31.355			5274.0	5.00000000
2020.04.02	11:15:31.355			5274.0	5.00000000
2020.04.02	11:15:31.355			5274.0	5.00000000
2020.04.02	11:15:31.355			5274.0	5.00000000
2020.04.02	11:15:31.355			5274.0	5.00000000
2020.04.02	11:15:31.355			5274.0	5.00000000
2020.04.02	11:15:31.362			5274.0	5.00000000
2020.04.02	11:15:31.699	5273.5			
2020.04.02	11:15:31.699		5274.0		
2020.04.02	11:15:31.709		5274.5		
2020.04.02	11:15:31.709	5274.0			
2020.04.02	11:15:31.720		5275.0		
2020.04.02	11:15:36.250	5274.5			
2020.04.02	11:15:36.394			5275.0	5.00000000
2020.04.02	11:15:36.633		5275.5		
2020.04.02	11:15:38.529		5275.0		
2020.04.02	11:15:38.912	5274.0			
2020.04.02	11:15:40.051	5274.5			
2020.04.02	11:15:40.051		5275.5		
2020.04.02	11:15:40.441		5275.0		
2020.04.02	11:15:41.191		5275.5		
2020.04.02	11:15:41.194		5275.0		
2020.04.02	11:15:41.585		5275.5		
2020.04.02	11:15:41.585		5275.0		
2020.04.02	11:15:41.949		5275.5		
2020.04.02	11:15:42.377			5275.5	20.00000000
2020.04.02	11:15:49.935		5275.0		
2020.04.02	11:15:51.452		5275.5		
2020.04.02	11:15:51.452		5275.0		
2020.04.02	11:15:51.810			5274.5	5.00000000
2020.04.02	11:15:51.810			5274.5	5.00000000
2020.04.02	11:15:51.810			5274.5	5.00000000
2020.04.02	11:15:51.810			5274.0	5.00000000
2020.04.02	11:15:51.810			5274.0	5.00000000
2020.04.02	11:15:51.810			5274.0	5.00000000
2020.04.02	11:15:51.810			5274.0	5.00000000
2020.04.02	11:15:51.810			5274.0	5.00000000
2020.04.02	11:15:51.819			5274.5	5.00000000
2020.04.02	11:15:51.840	5274.0			
2020.04.02	11:15:51.842		5274.5		
2020.04.02	11:15:51.851		5275.0		
2020.04.02	11:15:52.846			5274.5	5.00000000
2020.04.02	11:15:58.444			5274.5	5.00000000
2020.04.02	11:15:58.678	5274.5			
2020.04.02	11:15:58.680		5275.5		
2020.04.02	11:15:58.680		5275.0		
2020.04.02	11:15:59.055		5275.5		
2020.04.02	11:15:59.055		5275.0		
2020.04.02	11:16:00.196	5274.5			
2020.04.02	11:16:01.338		5275.5		
2020.04.02	11:16:01.340		5275.0		
2020.04.02	11:16:02.098		5275.5		
2020.04.02	11:16:02.098		5275.0		
2020.04.02	11:16:04.286			5275.0	5.00000000
2020.04.02	11:16:04.288			5275.0	5.00000000
2020.04.02	11:16:04.297			5275.0	5.00000000
2020.04.02	11:16:04.297			5275.0	5.00000000
2020.04.02	11:16:04.383		5275.5		
2020.04.02	11:16:04.383	5275.0			
2020.04.02	11:16:04.385	5274.5			
2020.04.02	11:16:04.385		5275.0		
2020.04.02	11:16:04.387		5275.5		
2020.04.02	11:16:04.388	5275.0			
2020.04.02	11:16:04.398			5275.0	5.00000000
2020.04.02	11:16:04.759	5274.5			
2020.04.02	11:16:05.518		5275.0		
2020.04.02	11:16:06.279		5275.5		
2020.04.02	11:16:07.037	5275.0			
2020.04.02	11:16:07.060			5275.5	25.00000000
2020.04.02	11:16:07.060			5275.5	15.00000000
2020.04.02	11:16:07.062			5275.5	5.00000000
2020.04.02	11:16:07.062			5275.5	5.00000000
2020.04.02	11:16:07.424		5276.0		
2020.04.02	11:16:07.430		5275.5		
2020.04.02	11:16:08.100			5275.0	5.00000000
2020.04.02	11:16:08.100			5275.0	5.00000000
2020.04.02	11:16:08.876			5275.5	20.00000000
2020.04.02	11:16:08.943		5276.0		
2020.04.02	11:16:08.943	5275.5			
2020.04.02	11:16:09.037			5275.5	20.00000000
2020.04.02	11:16:09.322	5275.0			
2020.04.02	11:16:09.324		5275.5		
2020.04.02	11:16:10.757			5275.5	20.00000000
2020.04.02	11:16:10.764			5276.0	5.00000000
2020.04.02	11:16:10.846		5276.0		
2020.04.02	11:16:10.846	5275.5			
2020.04.02	11:16:10.848		5276.5		
2020.04.02	11:16:10.947			5275.5	10.00000000
2020.04.02	11:16:12.415			5276.5	5.00000000
2020.04.02	11:16:12.415			5276.5	5.00000000
2020.04.02	11:16:12.415			5276.5	5.00000000
2020.04.02	11:16:12.415			5276.5	5.00000000
2020.04.02	11:16:12.415			5276.5	5.00000000
2020.04.02	11:16:12.415			5276.5	5.00000000
2020.04.02	11:16:12.418			5276.5	10.00000000
2020.04.02	11:16:12.745		5277.0		
2020.04.02	11:16:12.745	5276.5			
2020.04.02	11:16:12.748	5275.5			
2020.04.02	11:16:12.750	5276.0			
2020.04.02	11:16:13.123	5276.5			
2020.04.02	11:16:13.387			5277.0	5.00000000
2020.04.02	11:16:13.387			5277.0	5.00000000
2020.04.02	11:16:13.389			5277.0	5.00000000
2020.04.02	11:16:13.484			5277.5	5.00000000
2020.04.02	11:16:13.510		5277.5		
2020.04.02	11:16:13.889	5277.0			
2020.04.02	11:16:14.263	5276.5			
2020.04.02	11:16:14.338			5277.5	5.00000000
2020.04.02	11:16:14.338			5277.5	5.00000000
2020.04.02	11:16:14.342			5277.5	30.00000000
2020.04.02	11:16:14.650		5278.0		
2020.04.02	11:16:14.650	5277.5			
2020.04.02	11:16:14.654	5277.0			
2020.04.02	11:16:14.658		5277.5		
2020.04.02	11:16:14.662	5276.5			
2020.04.02	11:16:15.029		5277.0		
2020.04.02	11:16:15.406	5276.0			
2020.04.02	11:16:15.413		5277.5		
2020.04.02	11:16:15.784		5277.0		
2020.04.02	11:16:16.975			5277.0	5.00000000
2020.04.02	11:16:16.975			5277.0	5.00000000
2020.04.02	11:16:20.723		5277.5		
2020.04.02	11:16:20.725	5276.5			
2020.04.02	11:16:21.596			5276.5	5.00000000
2020.04.02	11:16:21.596			5276.5	5.00000000
2020.04.02	11:16:21.596			5276.5	5.00000000
2020.04.02	11:16:21.596			5276.5	5.00000000
2020.04.02	11:16:21.863	5276.0			
2020.04.02	11:16:23.766		5277.0		
2020.04.02	11:16:24.526		5277.5		
2020.04.02	11:16:24.529		5277.0		
2020.04.02	11:16:24.913		5277.5		
2020.04.02	11:16:25.665		5277.0		
2020.04.02	11:16:26.045		5277.5		
2020.04.02	11:16:28.325	5276.5			
2020.04.02	11:16:28.329	5277.0			
2020.04.02	11:16:28.706		5278.0		
2020.04.02	11:16:29.091	5277.5			
2020.04.02	11:16:31.177			5278.0	5.00000000
2020.04.02	11:16:31.177			5278.5	5.00000000
2020.04.02	11:16:31.177			5278.5	5.00000000
2020.04.02	11:16:31.177			5278.5	5.00000000
2020.04.02	11:16:31.177			5278.5	5.00000000
2020.04.02	11:16:31.381		5278.5		
2020.04.02	11:16:31.381		5279.0		
2020.04.02	11:16:31.383	5278.0			
2020.04.02	11:16:32.893	5277.5			
2020.04.02	11:16:32.896		5278.5		
2020.04.02	11:16:34.788		5279.0		
2020.04.02	11:16:34.788	5278.0			
2020.04.02	11:16:35.412			5279.0	5.00000000
2020.04.02	11:16:35.412			5279.0	5.00000000
2020.04.02	11:16:35.412			5279.0	5.00000000
2020.04.02	11:16:35.412			5279.0	5.00000000
2020.04.02	11:16:35.552	5278.5			
2020.04.02	11:16:35.925	5278.0			
2020.04.02	11:16:36.306	5278.5			
2020.04.02	11:16:36.556			5278.5	5.00000000
2020.04.02	11:16:36.695	5278.0			
2020.04.02	11:16:37.548			5279.0	5.00000000
2020.04.02	11:16:37.548			5279.0	5.00000000
2020.04.02	11:16:37.827		5279.5		
2020.04.02	11:16:37.829		5279.0		
2020.04.02	11:16:37.829	5278.5			
2020.04.02	11:16:37.829		5279.5		
2020.04.02	11:16:37.831		5279.0		
2020.04.02	11:16:38.963	5278.0			
2020.04.02	11:16:40.317			5279.0	1700.00000000
2020.04.02	11:16:42.769		5278.5		
2020.04.02	11:16:43.146		5279.0		
2020.04.02	11:16:47.708		5278.5		
2020.04.02	11:16:48.088		5279.0		
2020.04.02	11:16:49.226	5278.5			
2020.04.02	11:16:50.038			5279.0	5.00000000
2020.04.02	11:16:50.038			5279.0	5.00000000
2020.04.02	11:16:51.203			5278.5	5.00000000
2020.04.02	11:16:51.506	5278.0			
2020.04.02	11:16:52.267		5278.5		
2020.04.02	11:16:52.269		5279.0		
2020.04.02	11:16:52.333			5279.0	5.00000000
2020.04.02	11:16:56.460		5278.5		
2020.04.02	11:16:57.537			5278.5	5.00000000
2020.04.02	11:16:57.653		5279.0		
2020.04.02	11:16:58.741		5278.5		
2020.04.02	11:16:59.090			5278.5	5.00000000
2020.04.02	11:16:59.107		5279.0		
2020.04.02	11:16:59.109		5278.5		
2020.04.02	11:16:59.491		5279.0		
2020.04.02	11:16:59.491		5278.5		
2020.04.02	11:17:00.628	5278.0			
2020.04.02	11:17:00.631		5279.0		
2020.04.02	11:17:01.008		5278.5		
2020.04.02	11:17:01.878			5278.0	5.00000000
2020.04.02	11:17:02.151	5277.5			
2020.04.02	11:17:04.812	5278.0			
2020.04.02	11:17:04.812		5279.0		
2020.04.02	11:17:05.195		5278.5		
2020.04.02	11:17:05.195	5277.5			
2020.04.02	11:17:05.949	5278.0			
2020.04.02	11:17:05.949		5279.0		
2020.04.02	11:17:09.150			5279.0	5.00000000
2020.04.02	11:17:10.133	5278.5			
2020.04.02	11:17:12.091			5279.0	5.00000000
2020.04.02	11:17:12.092			5279.0	10.00000000
2020.04.02	11:17:12.093			5279.0	5.00000000
2020.04.02	11:17:12.093			5279.0	5.00000000
2020.04.02	11:17:12.094			5279.0	10.00000000
2020.04.02	11:17:12.094			5279.0	10.00000000
2020.04.02	11:17:12.094			5279.0	5.00000000
2020.04.02	11:17:12.094			5279.0	5.00000000
2020.04.02	11:17:12.094			5279.0	5.00000000
2020.04.02	11:17:12.094			5279.0	10.00000000
2020.04.02	11:17:12.095			5279.0	15.00000000
2020.04.02	11:17:12.095			5279.0	5.00000000
2020.04.02	11:17:12.095			5279.0	10.00000000
2020.04.02	11:17:12.095			5279.0	5.00000000
2020.04.02	11:17:12.096			5279.0	5.00000000
2020.04.02	11:17:12.096			5279.0	15.00000000
2020.04.02	11:17:12.097			5278.5	5.00000000
2020.04.02	11:17:12.415		5279.5		
2020.04.02	11:17:12.415		5279.0		
2020.04.02	11:17:14.658			5279.0	20.00000000
2020.04.02	11:17:14.659			5279.0	5.00000000
2020.04.02	11:17:14.659			5279.0	5.00000000
2020.04.02	11:17:14.660			5279.0	5.00000000
2020.04.02	11:17:14.694		5279.5		
2020.04.02	11:17:14.694		5279.0		
2020.04.02	11:17:16.376			5279.0	40.00000000
2020.04.02	11:17:16.376			5279.5	5.00000000
2020.04.02	11:17:16.376			5279.5	5.00000000
2020.04.02	11:17:16.594		5279.5		
2020.04.02	11:17:16.599	5279.0			
2020.04.02	11:17:17.391			5279.5	5.00000000
2020.04.02	11:17:17.391			5279.5	5.00000000
2020.04.02	11:17:17.391			5279.5	5.00000000
2020.04.02	11:17:17.391			5279.5	5.00000000
2020.04.02	11:17:17.731	5278.5			
2020.04.02	11:17:17.732	5279.0			
2020.04.02	11:17:18.115	5278.5			
2020.04.02	11:17:18.871	5279.0			
2020.04.02	11:17:19.258	5278.5			
2020.04.02	11:17:19.631		5279.0		
2020.04.02	11:17:21.769			5279.0	5.00000000
2020.04.02	11:17:21.914		5279.5		
2020.04.02	11:17:22.476			5279.5	5.00000000
2020.04.02	11:17:24.192	5279.0			
2020.04.02	11:17:27.230	5278.5			
2020.04.02	11:17:30.652	5279.0			
2020.04.02	11:17:31.792	5278.5			
2020.04.02	11:17:36.731		5279.0		
2020.04.02	11:17:40.150		5279.5		
2020.04.02	11:17:45.470	5279.0			
2020.04.02	11:17:48.626			5279.5	5.00000000
2020.04.02	11:17:48.626			5279.5	5.00000000
2020.04.02	11:17:48.626			5279.5	5.00000000
2020.04.02	11:17:48.626			5279.5	20.00000000
2020.04.02	11:17:48.626			5279.5	5.00000000
2020.04.02	11:17:48.631			5279.5	5.00000000
2020.04.02	11:17:48.892			5279.0	5.00000000
2020.04.02	11:17:48.892			5279.0	5.00000000
2020.04.02	11:17:48.892			5279.0	5.00000000
2020.04.02	11:17:48.892			5279.0	5.00000000
2020.04.02	11:17:48.892			5279.0	5.00000000
2020.04.02	11:17:48.892			5279.0	5.00000000
2020.04.02	11:17:48.892			5279.0	5.00000000
2020.04.02	11:17:48.892			5279.0	5.00000000
2020.04.02	11:17:48.895			5279.0	5.00000000
2020.04.02	11:17:48.898			5279.0	5.00000000
2020.04.02	11:17:48.900		5280.0		
2020.04.02	11:17:49.272	5278.5			
2020.04.02	11:17:49.272		5279.5		
2020.04.02	11:17:49.664	5279.0			
2020.04.02	11:17:50.039	5278.5			
2020.04.02	11:17:52.632			5278.5	5.00000000
2020.04.02	11:17:52.632			5278.5	5.00000000
2020.04.02	11:17:52.632			5278.5	5.00000000
2020.04.02	11:17:52.632			5278.5	5.00000000
2020.04.02	11:17:52.632			5278.5	5.00000000
2020.04.02	11:17:52.632			5278.5	5.00000000
2020.04.02	11:17:52.632			5278.5	5.00000000
2020.04.02	11:17:52.632			5278.5	5.00000000
2020.04.02	11:17:52.698	5278.0			
2020.04.02	11:17:53.085		5279.0		
2020.04.02	11:17:53.460		5278.5		
2020.04.02	11:17:54.366			5278.5	5.00000000
2020.04.02	11:17:54.366			5278.5	5.00000000
2020.04.02	11:17:54.596		5279.0		
2020.04.02	11:17:54.596	5278.5			
2020.04.02	11:17:54.598		5279.5		
2020.04.02	11:17:57.254		5279.0		
2020.04.02	11:17:58.869			5279.0	5.00000000
2020.04.02	11:17:58.869			5279.0	5.00000000
2020.04.02	11:17:58.869			5279.0	5.00000000
2020.04.02	11:17:58.875			5279.5	5.00000000
2020.04.02	11:17:58.875			5279.5	5.00000000
2020.04.02	11:17:58.875			5279.5	5.00000000
2020.04.02	11:17:58.875			5279.5	5.00000000
2020.04.02	11:17:59.160		5279.5		
2020.04.02	11:17:59.160	5279.0			
2020.04.02	11:17:59.166		5280.0		
2020.04.02	11:18:00.298	5279.0			
2020.04.02	11:18:00.299	5279.5			
2020.04.02	11:18:02.316			5280.0	5.00000000
2020.04.02	11:18:04.098	5279.0			
2020.04.02	11:18:06.698			5279.0	20.00000000
2020.04.02	11:18:06.699			5279.0	55.00000000
2020.04.02	11:18:06.699			5279.0	5.00000000
2020.04.02	11:18:06.700			5279.0	40.00000000
2020.04.02	11:18:06.700			5279.0	15.00000000
2020.04.02	11:18:06.700			5279.0	10.00000000
2020.04.02	11:18:06.701			5279.0	5.00000000
2020.04.02	11:18:06.701			5279.0	20.00000000
2020.04.02	11:18:06.701			5279.0	10.00000000
2020.04.02	11:18:06.701			5279.0	5.00000000
2020.04.02	11:18:06.781		5279.5		
2020.04.02	11:18:06.787	5278.5			
2020.04.02	11:18:06.789		5279.0		
2020.04.02	11:18:09.044			5279.0	5.00000000
2020.04.02	11:18:09.044			5279.0	5.00000000
2020.04.02	11:18:09.417		5279.5		
2020.04.02	11:18:10.599			5279.5	5.00000000
2020.04.02	11:18:13.221		5279.0		
2020.04.02	11:18:13.240			5279.0	5.00000000
2020.04.02	11:18:13.601		5279.5		
2020.04.02	11:18:14.226			5279.5	5.00000000
2020.04.02	11:18:14.616			5279.5	5.00000000
2020.04.02	11:18:14.673			5279.0	5.00000000
2020.04.02	11:18:16.256		5279.0		
2020.04.02	11:18:16.375			5278.5	15.00000000
2020.04.02	11:18:16.378			5278.5	15.00000000
2020.04.02	11:18:16.378			5278.5	10.00000000
2020.04.02	11:18:16.381			5278.5	5.00000000
2020.04.02	11:18:16.646	5278.0			
2020.04.02	11:18:17.019		5278.5		
2020.04.02	11:18:17.396		5279.0		
2020.04.02	11:18:17.787		5278.5		
2020.04.02	11:18:19.956			5278.0	5.00000000
2020.04.02	11:18:19.956			5278.0	5.00000000
2020.04.02	11:18:19.956			5278.0	5.00000000
2020.04.02	11:18:19.957			5278.0	10.00000000
2020.04.02	11:18:19.957			5278.0	10.00000000
2020.04.02	11:18:19.957			5278.0	10.00000000
2020.04.02	11:18:19.957			5278.0	10.00000000
2020.04.02	11:18:19.958			5278.0	5.00000000
2020.04.02	11:18:19.958			5278.0	5.00000000
2020.04.02	11:18:19.958			5278.0	5.00000000
2020.04.02	11:18:20.065	5277.5			
2020.04.02	11:18:20.067		5278.0		
2020.04.02	11:18:20.374			5278.0	5.00000000
2020.04.02	11:18:20.440		5278.5		
2020.04.02	11:18:20.818		5278.0		
2020.04.02	11:18:20.820	5277.0			
2020.04.02	11:18:22.725		5277.5		
2020.04.02	11:18:23.100		5278.0		
2020.04.02	11:18:23.481		5277.5		
2020.04.02	11:18:23.560			5277.0	5.00000000
2020.04.02	11:18:23.859	5276.5			
2020.04.02	11:18:23.953			5277.5	5.00000000
2020.04.02	11:18:24.238			5276.5	5.00000000
2020.04.02	11:18:24.238			5276.5	5.00000000
2020.04.02	11:18:24.238			5276.5	5.00000000
2020.04.02	11:18:24.238			5276.5	5.00000000
2020.04.02	11:18:24.270			5276.5	10.00000000
2020.04.02	11:18:24.630		5277.0		
2020.04.02	11:18:24.635	5276.0			
2020.04.02	11:18:24.638		5276.5		
2020.04.02	11:18:24.641		5277.0		
2020.04.02	11:18:24.643		5276.5		
2020.04.02	11:18:25.003		5277.0		
2020.04.02	11:18:25.383		5276.5		
2020.04.02	11:18:25.741			5276.5	5.00000000
2020.04.02	11:18:25.741			5276.5	5.00000000
2020.04.02	11:18:25.773		5277.0		
2020.04.02	11:18:32.602		5276.5		
2020.04.02	11:18:32.981		5277.0		
2020.04.02	11:18:35.216			5276.0	5.00000000
2020.04.02	11:18:35.259		5276.5		
2020.04.02	11:18:35.272	5275.5			
2020.04.02	11:18:35.395			5275.5	5.00000000
2020.04.02	11:18:36.023		5276.0		
2020.04.02	11:18:36.076			5276.0	5.00000000
2020.04.02	11:18:36.076			5276.0	5.00000000
2020.04.02	11:18:36.076			5276.5	5.00000000
2020.04.02	11:18:36.076			5276.5	5.00000000
2020.04.02	11:18:36.206			5276.0	5.00000000
2020.04.02	11:18:36.401		5276.5		
2020.04.02	11:18:37.709			5275.5	5.00000000
2020.04.02	11:18:37.923	5275.0			
2020.04.02	11:18:37.925		5276.0		
2020.04.02	11:18:39.931			5275.0	5.00000000
2020.04.02	11:18:40.203	5274.5			
2020.04.02	11:18:40.205	5275.0			
2020.04.02	11:18:40.580		5275.5		
2020.04.02	11:18:41.727	5274.5			
2020.04.02	11:18:41.727	5275.0			
2020.04.02	11:18:42.336			5275.5	5.00000000
2020.04.02	11:18:42.480		5276.0		
2020.04.02	11:18:44.383	5275.5			
2020.04.02	11:18:44.383		5276.5		
2020.04.02	11:18:47.807	5276.0			
2020.04.02	11:18:49.379			5276.0	5.00000000
2020.04.02	11:18:49.697	5275.5			
2020.04.02	11:18:50.456	5276.0			
2020.04.02	11:18:56.847			5276.0	5.00000000
2020.04.02	11:18:56.847			5276.0	5.00000000
2020.04.02	11:18:56.919	5275.5			
2020.04.02	11:18:56.920		5276.0		
2020.04.02	11:18:58.856			5276.0	10.00000000
2020.04.02	11:18:59.199		5276.5		
2020.04.02	11:18:59.199	5276.0			
2020.04.02	11:19:00.352	5276.0			
2020.04.02	11:19:00.826			5276.5	5.00000000
2020.04.02	11:19:01.105		5277.0		
2020.04.02	11:19:01.492		5276.5		
2020.04.02	11:19:01.833			5276.5	5.00000000
2020.04.02	11:19:01.833			5276.5	5.00000000
2020.04.02	11:19:01.868		5277.0		
2020.04.02	11:19:04.525	5276.5			
2020.04.02	11:19:04.525		5277.5		
2020.04.02	11:19:04.528		5277.0		
2020.04.02	11:19:04.529		5277.5		
2020.04.02	11:19:05.661	5277.0			
2020.04.02	11:19:06.041	5276.5			
2020.04.02	11:19:06.041	5277.0			
2020.04.02	11:19:07.979			5277.5	5.00000000
2020.04.02	11:19:07.979			5278.0	5.00000000
2020.04.02	11:19:07.989			5278.0	10.00000000
2020.04.02	11:19:08.333		5278.0		
2020.04.02	11:19:08.339	5277.5			
2020.04.02	11:19:08.342		5278.5		
2020.04.02	11:19:10.227	5278.0			
2020.04.02	11:19:10.603		5279.0		
2020.04.02	11:19:10.603		5278.5		
2020.04.02	11:19:14.731			5278.0	5.00000000
2020.04.02	11:19:14.731			5278.0	5.00000000
2020.04.02	11:19:14.732			5278.0	5.00000000
2020.04.02	11:19:14.790	5277.5			
2020.04.02	11:19:14.791		5278.0		
2020.04.02	11:19:22.929			5277.5	5.00000000
2020.04.02	11:19:22.930			5277.5	5.00000000
2020.04.02	11:19:23.149	5277.0			
2020.04.02	11:19:23.527		5277.5		
2020.04.02	11:19:23.528	5276.5			
2020.04.02	11:19:24.286	5277.0			
2020.04.02	11:19:25.806	5276.5			
2020.04.02	11:19:26.194	5277.0			
2020.04.02	11:19:27.327	5276.5			
2020.04.02	11:19:29.238		5277.0		
2020.04.02	11:19:29.241	5276.0			
2020.04.02	11:19:30.145			5276.0	5.00000000
2020.04.02	11:19:30.662			5276.0	5.00000000
2020.04.02	11:19:30.670			5276.5	5.00000000
2020.04.02	11:19:32.648	5276.5			
2020.04.02	11:19:32.726			5276.5	5.00000000
2020.04.02	11:19:32.726			5276.0	5.00000000
2020.04.02	11:19:32.726			5276.0	5.00000000
2020.04.02	11:19:32.726			5276.0	5.00000000
2020.04.02	11:19:32.726			5276.0	5.00000000
2020.04.02	11:19:32.726			5276.0	5.00000000
2020.04.02	11:19:33.034	5276.0			
2020.04.02	11:19:33.034	5275.5			
2020.04.02	11:19:33.035	5276.0			
2020.04.02	11:19:33.790	5275.5			
2020.04.02	11:19:33.790		5276.5		
2020.04.02	11:19:36.449	5276.0			
2020.04.02	11:19:37.558			5276.5	5.00000000
2020.04.02	11:19:37.558			5276.5	5.00000000
2020.04.02	11:19:37.594		5277.0		
2020.04.02	11:19:37.594	5276.5			
2020.04.02	11:19:37.969		5277.5		
2020.04.02	11:19:38.353		5277.0		
2020.04.02	11:19:39.492		5277.5		
2020.04.02	11:19:39.870		5277.0		
2020.04.02	11:19:41.319			5276.5	10.00000000
2020.04.02	11:19:41.489			5276.5	15.00000000
2020.04.02	11:19:41.491			5276.5	15.00000000
2020.04.02	11:19:41.491			5276.5	5.00000000
2020.04.02	11:19:41.713			5276.5	5.00000000
2020.04.02	11:19:41.778	5276.0			
2020.04.02	11:19:42.032			5276.5	10.00000000
2020.04.02	11:19:43.415			5276.0	10.00000000
2020.04.02	11:19:43.672	5275.5			
2020.04.02	11:19:43.674		5276.5		
2020.04.02	11:19:46.336	5276.0			
2020.04.02	11:19:46.738			5276.5	5.00000000
2020.04.02	11:19:47.093		5277.0		
2020.04.02	11:19:47.471		5276.5		
2020.04.02	11:19:47.471	5275.5			
2020.04.02	11:19:50.130	5276.0			
2020.04.02	11:19:51.270	5275.5			
2020.04.02	11:19:52.410	5276.0			
2020.04.02	11:19:52.791	5275.5			
2020.04.02	11:19:53.932	5276.0			
2020.04.02	11:19:53.990			5276.0	5.00000000
2020.04.02	11:19:54.314	5275.5			
2020.04.02	11:19:56.226	5276.0			
2020.04.02	11:19:57.177			5276.5	5.00000000
2020.04.02	11:19:57.177			5276.5	5.00000000
2020.04.02	11:19:57.177			5276.5	5.00000000
2020.04.02	11:19:57.177			5277.0	5.00000000
2020.04.02	11:19:57.177			5277.0	5.00000000
2020.04.02	11:19:57.177			5277.0	5.00000000
2020.04.02	11:19:57.177			5277.0	5.00000000
2020.04.02	11:19:57.177			5277.0	5.00000000
2020.04.02	11:19:57.177			5277.0	5.00000000
2020.04.02	11:19:57.177			5277.0	5.00000000
2020.04.02	11:19:57.182			5277.0	5.00000000
2020.04.02	11:19:57.183			5277.0	5.00000000
2020.04.02	11:19:57.192			5277.5	5.00000000
2020.04.02	11:19:57.193			5277.5	5.00000000
2020.04.02	11:19:57.340			5277.0	20.00000000
2020.04.02	11:19:57.345			5277.0	10.00000000
2020.04.02	11:19:57.366		5277.5		
2020.04.02	11:19:57.366	5277.0			
2020.04.02	11:19:57.380		5278.0		
2020.04.02	11:19:57.385		5277.5		
2020.04.02	11:19:57.391	5276.5			
2020.04.02	11:19:59.180			5276.5	5.00000000
2020.04.02	11:19:59.180			5276.5	5.00000000
2020.04.02	11:19:59.180			5276.5	5.00000000
2020.04.02	11:19:59.180			5276.5	5.00000000
2020.04.02	11:19:59.180			5276.5	5.00000000
2020.04.02	11:19:59.180			5276.0	5.00000000
2020.04.02	11:19:59.180			5276.0	5.00000000
2020.04.02	11:19:59.180			5276.0	5.00000000
2020.04.02	11:19:59.180			5276.0	5.00000000
2020.04.02	11:19:59.180			5276.0	5.00000000
2020.04.02	11:19:59.261	5276.0			
2020.04.02	11:19:59.263		5277.0		
2020.04.02	11:20:00.392	5276.0			
2020.04.02	11:20:01.208			5276.0	5.00000000
2020.04.02	11:20:01.208			5276.0	5.00000000
2020.04.02	11:20:01.253			5276.0	5.00000000
2020.04.02	11:20:01.253			5276.0	5.00000000
2020.04.02	11:20:01.303			5275.5	5.00000000
2020.04.02	11:20:01.303			5275.5	5.00000000
2020.04.02	11:20:01.303			5275.5	5.00000000
2020.04.02	11:20:01.402			5275.5	10.00000000
2020.04.02	11:20:01.423			5276.0	5.00000000
2020.04.02	11:20:01.444			5275.5	5.00000000
2020.04.02	11:20:01.444			5275.5	5.00000000
2020.04.02	11:20:01.538	5275.5			
2020.04.02	11:20:01.538	5276.0			
2020.04.02	11:20:01.538	5275.5			
2020.04.02	11:20:01.541		5276.5		
2020.04.02	11:20:01.546	5275.0			
2020.04.02	11:20:01.546	5275.5			
2020.04.02	11:20:01.547	5275.0			
2020.04.02	11:20:01.547		5276.0		
2020.04.02	11:20:07.994		5275.5		
2020.04.02	11:20:12.483			5275.5	20.00000000
2020.04.02	11:20:12.630		5276.0		
2020.04.02	11:20:12.630		5275.5		
2020.04.02	11:20:13.010			5275.5	10.00000000
2020.04.02	11:20:13.012			5275.5	10.00000000
2020.04.02	11:20:13.316		5276.0		
2020.04.02	11:20:13.319		5275.5		
2020.04.02	11:20:13.713			5275.5	20.00000000
2020.04.02	11:20:13.780			5275.5	10.00000000
2020.04.02	11:20:13.780			5275.5	10.00000000
2020.04.02	11:20:14.079		5276.0		
2020.04.02	11:20:14.082		5275.5		
2020.04.02	11:20:14.084		5276.0		
2020.04.02	11:20:14.084		5275.5		
2020.04.02	11:20:14.942			5275.5	10.00000000
2020.04.02	11:20:14.943			5275.5	5.00000000
2020.04.02	11:20:14.945			5275.5	5.00000000
2020.04.02	11:20:15.219		5276.0		
2020.04.02	11:20:15.976	5275.5			
2020.04.02	11:20:16.498			5276.0	5.00000000
2020.04.02	11:20:16.498			5276.0	20.00000000
2020.04.02	11:20:16.663			5276.0	5.00000000
2020.04.02	11:20:16.664			5276.0	5.00000000
2020.04.02	11:20:16.741		5276.5		
2020.04.02	11:20:16.750		5276.0		
2020.04.02	11:20:16.750		5276.5		
2020.04.02	11:20:17.119	5276.0			
2020.04.02	11:20:17.539		5277.0		
2020.04.02	11:20:20.627			5275.5	5.00000000
2020.04.02	11:20:20.627			5275.5	5.00000000
2020.04.02	11:20:20.627			5275.5	5.00000000
2020.04.02	11:20:20.627			5275.5	5.00000000
2020.04.02	11:20:20.627			5275.5	5.00000000
2020.04.02	11:20:20.627			5275.5	5.00000000
2020.04.02	11:20:20.627			5275.5	5.00000000
2020.04.02	11:20:20.880			5275.5	5.00000000
2020.04.02	11:20:20.922		5276.5		
2020.04.02	11:20:20.922	5275.5			
2020.04.02	11:20:20.924	5275.0			
2020.04.02	11:20:20.924		5275.5		
2020.04.02	11:20:22.564			5275.0	10.00000000
2020.04.02	11:20:22.564			5275.0	5.00000000
2020.04.02	11:20:22.566			5275.0	15.00000000
